,Neighborhood,city,name,address,rating,user_ratings_total,types,lat,long
815,Hôtel-de-Ville,Paris,Hotel Royal Saint Michel,"3 Boulevard Saint-Michel, Paris",4.3,64,"['tourist_attraction', 'courthouse', 'local_government_office', 'point_of_interest', 'establishment']",48.852825,2.34415
816,Hôtel-de-Ville,Paris,Hotel Dauphine Saint-Germain,"36 Rue Dauphine, Paris",4.1,257,"['lodging', 'point_of_interest', 'establishment']",48.854467,2.339031
817,Hôtel-de-Ville,Paris,Palais de Justice de Paris,"10 Boulevard du Palais, Paris",3.7,208,,48.8557234,2.3451467
818,Hôtel-de-Ville,Paris,Hôtel Saint-Pierre,"4 Rue de l'École de Médecine, Paris",NaN,NaN,,48.8506653,2.3420165
819,Hôtel-de-Ville,Paris,6th arrondissement of Paris,6th arrondissement of Paris,,,,48.8483372,2.328177
900,Élysée,Paris,Paris,Paris,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",48.85661400000001,2.3522219
901,Élysée,Paris,Warwick Paris,"5 Rue de Berri, Paris",3.5,136,"['lodging', 'point_of_interest', 'establishment']",48.8722222,2.3030556
902,Élysée,Paris,Hôtel d'Angleterre Champs-Elysées,"91 Rue la Boétie, Paris",4.3,182,"['lodging', 'point_of_interest', 'establishment']",48.87164689999999,2.308005999999999
903,Élysée,Paris,Hotel West End,"7 Rue Clément Marot, Paris",4.3,148,"['spa', 'lodging', 'point_of_interest', 'establishment']",48.8670772,2.3038102
904,Élysée,Paris,Hotel Franklin Roosevelt,"18 Rue Clément Marot, Paris",4.7,3134,"['lodging', 'point_of_interest', 'establishment']",48.8678432,2.3033075
905,Élysée,Paris,"Four Seasons Hotel George V, Paris","31 Avenue George V, Paris",4.2,157,"['lodging', 'point_of_interest', 'establishment']",48.86875730000001,2.300815
906,Élysée,Paris,Hôtel Claridge Paris,"37 Rue François 1er, Paris",4.6,108,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8685285,2.3036678
907,Élysée,Paris,Hôtel 4 étoiles du Rond-Point des Champs-Elysées - Esprit de France,"10 Rue de Ponthieu, Paris",4.2,299,"['lodging', 'bar', 'point_of_interest', 'establishment']",48.8704021,2.3106719
908,Élysée,Paris,Hôtel La Maison Champs Elysées.,"Maison des Centraliens, 8 Rue Jean Goujon, Paris",4.6,260,"['lodging', 'point_of_interest', 'establishment']",48.86673990000001,2.3090415
909,Élysée,Paris,Hôtel Bradford Elysées - Astotel,"10 Rue Saint-Philippe du Roule, Paris",4.7,162,"['lodging', 'point_of_interest', 'establishment']",48.872925,2.308158300000001
910,Élysée,Paris,Hôtel Grand Powers,"52 Rue François 1er, Paris",3.7,161,"['lodging', 'bar', 'point_of_interest', 'establishment']",48.86916679999999,2.3031578
911,Élysée,Paris,Hôtel Elysée Secret,"5 Rue de Ponthieu, Paris",4.2,674,"['lodging', 'point_of_interest', 'establishment']",48.87013899999999,2.311155
912,Élysée,Paris,Hôtel California,"16 Rue de Berri, Paris",3.9,128,"['lodging', 'point_of_interest', 'establishment']",48.8727659,2.3048821
913,Élysée,Paris,Hôtel des Champs-Elysées,"2 Rue d'Artois, Paris",4,445,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8722955,2.3090084
914,Élysée,Paris,Hôtel Beauchamps,"24 Rue de Ponthieu, Paris",4.5,222,"['lodging', 'point_of_interest', 'establishment']",48.8709295,2.309213999999999
915,Élysée,Paris,Hotel Lancaster Paris Champs Elysées,"7 Rue de Berri, Paris",4.4,184,"['lodging', 'point_of_interest', 'establishment']",48.8722325,2.3035258
916,Élysée,Paris,Hotel François 1er,"7 Rue Magellan, Paris",4.5,487,"['lodging', 'point_of_interest', 'establishment']",48.8701861,2.2998833
917,Élysée,Paris,Hôtel Château Frontenac,"54 Rue Pierre Charron, Paris",4,115,,48.8690937,2.3027471
918,Élysée,Paris,Hôtel Chateaubriand - Champs Elysées.,"6 Rue Chateaubriand, Paris",NaN,NaN,,48.8733027,2.3025819
919,Élysée,Paris,8th arrondissement of Paris,8th arrondissement of Paris,,,,48.8689714,2.310116
1000,Buttes-Montmartre,Paris,Paris,Paris,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",48.85661400000001,2.3522219
1001,Buttes-Montmartre,Paris,Hôtel Les Jardins de Montmartre,"131 Rue Ordener, Paris",3.7,561,"['lodging', 'point_of_interest', 'establishment']",48.8928638,2.341124
1002,Buttes-Montmartre,Paris,ibis Paris Ornano Montmartre Nord 18ème,"70 Bis Boulevard Ornano, Paris",2.8,197,"['lodging', 'point_of_interest', 'establishment']",48.8965175,2.3458842
1003,Buttes-Montmartre,Paris,Hôtel de la Terrasse,"67 Rue Letort, Paris",3.8,687,"['lodging', 'point_of_interest', 'establishment']",48.89742769999999,2.344062
1004,Buttes-Montmartre,Paris,Le Montclair Montmartre,"62 Rue Ramey, Paris",3.7,336,"['lodging', 'point_of_interest', 'establishment']",48.8916005,2.3449346
1005,Buttes-Montmartre,Paris,Hotel Lumières Montmartre Paris,"110 Rue Damrémont, Paris",4.2,237,"['lodging', 'point_of_interest', 'establishment']",48.89402579999999,2.3367443
1006,Buttes-Montmartre,Paris,Hôtel Prince Albert Montmartre (ex- Best Western Prince Montmartre),"116 Rue Ordener, Paris",3.7,384,"['lodging', 'point_of_interest', 'establishment']",48.89329469999999,2.3398179
1007,Buttes-Montmartre,Paris,ibis Styles Paris Montmartre Nord,"77 Rue du Ruisseau, Paris",4.1,278,"['city_hall', 'local_government_office', 'lodging', 'point_of_interest', 'establishment']",48.8952913,2.3408838
1008,Buttes-Montmartre,Paris,Hôtel Eden Montmartre,"90 Rue Ordener, Paris",3.8,327,"['lodging', 'point_of_interest', 'establishment']",48.892842,2.342815
1009,Buttes-Montmartre,Paris,HOTEL MONTMARTRE APOLONIA,"147 Rue Marcadet, Paris",2.6,213,"['lodging', 'point_of_interest', 'establishment']",48.8911652,2.3390407
1010,Buttes-Montmartre,Paris,Hipotel Paris Olympiades Sacré Cœur,"22 Square de Clignancourt, Paris",2.5,265,"['lodging', 'point_of_interest', 'establishment']",48.89368549999999,2.3471323
1011,Buttes-Montmartre,Paris,Hipotel Paris Montmartre Gare du Nord,"19-21 Rue du Roi d'Alger, Paris",3.8,450,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']",48.8952451,2.34784
1012,Buttes-Montmartre,Paris,Hôtel Kyriad Porte de Clignancourt,"78 Boulevard Ornano, Paris",3.7,88,"['lodging', 'point_of_interest', 'establishment']",48.8970438,2.3454019
1013,Buttes-Montmartre,Paris,Town hall of the 18th arrondissement of Paris,"1 Place Jules Joffrin, Paris",4.2,6,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",48.8922784,2.3444606
1014,Buttes-Montmartre,Paris,Studios Rimbaud,"64 Rue du Mont-Cenis, Paris",3.6,700,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.891434,2.3439398
1015,Buttes-Montmartre,Paris,MONOPRIX,"5 Rue Letort, Paris",1.6,15,"['bicycle_store', 'point_of_interest', 'store', 'establishment']",48.8940634,2.3420223
1016,Buttes-Montmartre,Paris,LCL Banque et assurance,"53 Boulevard Ornano, Paris",3.8,17,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8959406,2.3457652
1017,Buttes-Montmartre,Paris,18 Vintage Bike,"58 Rue du Ruisseau, Paris",4.2,457,,48.89435899999999,2.3407
1018,Buttes-Montmartre,Paris,Bistrot La Renaissance,"112 Rue Championnet, Paris",NaN,NaN,,48.8958439,2.3397433
1019,Buttes-Montmartre,Paris,18th arrondissement of Paris,18th arrondissement of Paris,,,,48.8915856,2.3495999
1100,Opéra,Paris,Paris,Paris,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",48.85661400000001,2.3522219
1101,Opéra,Paris,Hôtel Moulin Plaza,"39 Rue Pierre Fontaine, Paris",3.6,309,"['lodging', 'point_of_interest', 'establishment']",48.8830556,2.3327778
1102,Opéra,Paris,ibis Styles Paris Pigalle Montmartre,"3 Rue Frochot, Paris",4.1,517,"['lodging', 'point_of_interest', 'establishment']",48.8812769,2.3374511
1103,Opéra,Paris,Citadines Montmartre Paris (Apart hotel Paris),"16 Avenue Rachel, Paris",3.4,231,"['lodging', 'point_of_interest', 'establishment']",48.8851896,2.331175999999999
1104,Opéra,Paris,Hôtel de Paris Saint Georges,"55 Rue Jean-Baptiste Pigalle, Paris",3.8,256,"['lodging', 'point_of_interest', 'establishment']",48.880792,2.335444
1105,Opéra,Paris,Villa Royale,"2 Rue Duperré, Paris",3.5,193,"['lodging', 'point_of_interest', 'establishment']",48.8822596,2.3367633
1106,Opéra,Paris,Royal Mansart,"1 Rue Mansart, Paris",4.3,215,"['lodging', 'point_of_interest', 'establishment']",48.8820709,2.333485
1107,Opéra,Paris,Maison Nabis by HappyCulture™,"7 Rue de Parme, Paris",4.2,252,"['lodging', 'point_of_interest', 'establishment']",48.88117099999999,2.327791599999999
1108,Opéra,Paris,Hôtel Trinité Haussmann,"41 Rue Jean-Baptiste Pigalle, Paris",4.6,344,"['lodging', 'point_of_interest', 'establishment']",48.8800317,2.3343805
1109,Opéra,Paris,Hôtel George - Astotel,"46 Rue Notre Dame de Lorette, Paris",4.5,295,"['lodging', 'point_of_interest', 'establishment']",48.8795926,2.3364498
1110,Opéra,Paris,Hôtel Joyce - Astotel,"29 Rue la Bruyère, Paris",4,283,"['cafe', 'lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.8793619,2.3342005
1111,Opéra,Paris,Hôtel Victor Massé,"32 Bis Rue Victor Massé, Paris",4.4,305,"['spa', 'lodging', 'point_of_interest', 'establishment']",48.8810685,2.3371639
1112,Opéra,Paris,Le Pigalle,"9 Rue Frochot, Paris",4.6,333,"['lodging', 'point_of_interest', 'establishment']",48.8816193,2.3371878
1113,Opéra,Paris,Hôtel R de Paris - Boutique Hotel,"41 Rue de Clichy, Paris",3.6,433,"['lodging', 'point_of_interest', 'establishment']",48.879942,2.329001
1114,Opéra,Paris,Royal Fromentin,"11 Rue Fromentin, Paris",3,284,"['lodging', 'point_of_interest', 'establishment']",48.8827655,2.3346466
1115,Opéra,Paris,Apollo Opéra Hôtel,"32 Rue de Douai, Paris",2.9,249,"['lodging', 'point_of_interest', 'establishment']",48.8826328,2.3327186
1116,Opéra,Paris,Hôtel Vintimille - Paris,"5 Rue de Vintimille, Paris",4,285,"['lodging', 'point_of_interest', 'establishment']",48.8821024,2.3285782
1117,Opéra,Paris,R. Kipling Hotel by Happyculture,"65 Rue Blanche, Paris",4.3,216,,48.8820607,2.3316288
1118,Opéra,Paris,Hôtel Monterosa - Astotel,"30 Rue la Bruyère, Paris",NaN,NaN,,48.8794944,2.3342
1119,Opéra,Paris,18th arrondissement of Paris,18th arrondissement of Paris,,,,48.8915856,2.3495999
1200,Buttes-Chaumont,Paris,Paris,Paris,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",48.85661400000001,2.3522219
1201,Buttes-Chaumont,Paris,Appart'City Paris La Villette - Appart Hôtel,"157 Avenue Jean Jaurès, Paris",4.1,514,"['point_of_interest', 'store', 'establishment']",48.88721109999999,2.3863104
1202,Buttes-Chaumont,Paris,Medina Hammam Center,"45 Rue Petit, Paris",5,1,"['point_of_interest', 'establishment']",48.8854817,2.3844301
1203,Buttes-Chaumont,Paris,C R C,"18 Rue Goubet, Paris",4.5,2,"['doctor', 'health', 'point_of_interest', 'establishment']",48.8858353,2.3901664
1204,Buttes-Chaumont,Paris,L'Ecuyer Orfèvre Paris,"18 Rue Manin, Paris",3.1,188,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8830298,2.3871041
1205,Buttes-Chaumont,Paris,Centre d'imagerie Manin Crimée - IRM et Radiologie,"92 bis Rue de Crimée, Paris",4.1,945,"['point_of_interest', 'establishment']",48.883604,2.385008
1206,Buttes-Chaumont,Paris,Hôtel Restaurant Au Boeuf Couronné,"188 Avenue Jean Jaurès, Paris",4.5,11,"['book_store', 'point_of_interest', 'store', 'establishment']",48.888027,2.391022
1207,Buttes-Chaumont,Paris,Tram,"4 ter Rue de la Solidarité, Paris",NaN,NaN,"['supermarket', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.883638,2.391255
1208,Buttes-Chaumont,Paris,Workshop Des Enfants,"32 Rue de la Solidarité, Paris",4.9,8,"['food', 'point_of_interest', 'establishment']",48.8840933,2.3941005
1209,Buttes-Chaumont,Paris,Institute Théologie Orthodoxe,"93 Rue de Crimée, Paris",4.4,32,"['hospital', 'health', 'point_of_interest', 'establishment']",48.8838735,2.384359799999999
1210,Buttes-Chaumont,Paris,Franprix,"98-108 Rue Petit, Paris",NaN,NaN,"['point_of_interest', 'establishment']",48.8861079,2.391730700000001
1211,Buttes-Chaumont,Paris,L'Étoile,"144 Avenue Jean Jaurès, Paris",4.3,43,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8868173,2.3866709
1212,Buttes-Chaumont,Paris,Свято-Сергиевское подворье,"93 Rue de Crimée, Paris",3.7,64,"['health', 'point_of_interest', 'establishment']",48.88395569999999,2.3841908
1213,Buttes-Chaumont,Paris,Église Saint-François d'Assise,"9 Rue de Mouzaïa, Paris",2.3,11,,48.88029849999999,2.3915331
1214,Buttes-Chaumont,Paris,Hôpital Jean Jaurès,"9-21 Sente des Dorées, Paris",3.1,7,,48.88739899999999,2.3934107
1215,Buttes-Chaumont,Paris,ADHAP SERVICES,"106 Boulevard Sérurier, Paris",NaN,NaN,,48.8843956,2.3948095
1216,Buttes-Chaumont,Paris,Société Générale,"198 Avenue Jean Jaurès, Paris",NaN,NaN,,48.8882978,2.3918952
1217,Buttes-Chaumont,Paris,Scanner Paris 19,"9 Sente des Dorées, Paris",,,,48.88739719999999,2.393394199999999
1218,Buttes-Chaumont,Paris,NETWORK - INFORMATIQUE - TELECOM,"99 Rue de Crimée, Paris",,,,48.8843323,2.3837449
1219,Buttes-Chaumont,Paris,19th arrondissement of Paris,19th arrondissement of Paris,,,,48.88239919999999,2.381993500000001
1300,Vaugirard,Paris,Paris,Paris,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",48.85661400000001,2.3522219
1301,Vaugirard,Paris,Hôtel Mercure Paris Tour Eiffel Pont Mirabeau,"10 Avenue Emile Zola, Paris",4.3,5789,"['hospital', 'health', 'point_of_interest', 'establishment']",48.8460939,2.2788724
1302,Vaugirard,Paris,Parc André Citroën,"2 Rue Cauchy, Paris",3,565,"['home_goods_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']",48.840971,2.2753752
1303,Vaugirard,Paris,Hôpital Européen Georges-Pompidou,"20 Rue Leblanc, Paris",4.9,10,"['restaurant', 'food', 'point_of_interest', 'establishment']",48.8389124,2.2740724
1304,Vaugirard,Paris,Chocolat Show,"Agence ouverte sur rendez-vous, 23 Rue Cauchy, Paris",3.7,704,"['lodging', 'point_of_interest', 'establishment']",48.8421858,2.2790017
1305,Vaugirard,Paris,Ogimi,"38 Rue Balard, Paris",3.6,220,"['local_government_office', 'point_of_interest', 'establishment']",48.8430556,2.2772222
1306,Vaugirard,Paris,Hôtel Mirabeau Eiffel Paris,"35 Rue Sébastien Mercier, Paris",3.3,35,"['home_goods_store', 'point_of_interest', 'store', 'establishment']",48.844096,2.2797336
1307,Vaugirard,Paris,Préfecture de Paris et d'Île-de-France,"5 Rue Leblanc, Paris",4.1,61,"['car_repair', 'point_of_interest', 'store', 'establishment']",48.84019969999999,2.272235599999999
1308,Vaugirard,Paris,Point.P - Paris Javel,"Port de Javel Bas, Paris",4.3,34,"['real_estate_agency', 'point_of_interest', 'establishment']",48.8416277,2.2718867
1309,Vaugirard,Paris,YAMAHA-PIAGGIO Urban Scooter,"2 Rue de la Convention, Ile-de-France",3,7,"['point_of_interest', 'establishment']",48.84553619999999,2.2778375
1310,Vaugirard,Paris,A S T O R,"106 Avenue de Versailles, Paris",3.9,41,"['point_of_interest', 'establishment']",48.8443686,2.2702916
1311,Vaugirard,Paris,PMU,"2 Rue du Professeur Florian Delbarre, Paris",3.1,55,"['point_of_interest', 'establishment']",48.8399574,2.2713552
1312,Vaugirard,Paris,Eutelsat SA,"70 Rue Balard, Paris",4.3,3,"['car_wash', 'parking', 'point_of_interest', 'establishment']",48.84019589999999,2.2777976
1313,Vaugirard,Paris,Mezzo,"2 Rue des Cévennes, Paris",2.8,35,"['point_of_interest', 'establishment']",48.8440239,2.2763452
1314,Vaugirard,Paris,Parking Indigo Paris Citroën Cevennes,"37 Rue Leblanc, Paris",4,621,"['spa', 'school', 'gym', 'health', 'point_of_interest', 'establishment']",48.8387794,2.276305
1315,Vaugirard,Paris,France Télévisions,"7 Esplanade Henri de France, Paris",4.6,16,"['tourist_attraction', 'point_of_interest', 'establishment']",48.8393488,2.2711253
1316,Vaugirard,Paris,Association Sahaja Yoga - Meditation Sahaj,"20 Rue Sébastien Mercier, Paris",4.4,593,"['meal_delivery', 'food', 'point_of_interest', 'establishment']",48.84493,2.2775368
1317,Vaugirard,Paris,Pont Mirabeau,Paris,5,4,,48.8466537,2.2756088
1318,Vaugirard,Paris,LES MENUS SERVICES,"10 Rue du Pic de Barrette, Paris",NaN,NaN,,48.8419793,2.276984300000001
1319,Vaugirard,Paris,16th arrondissement of Paris,16th arrondissement of Paris,,,,48.8582383,2.274943399999999
1400,Temple,Paris,Paris,Paris,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",48.85661400000001,2.3522219
1401,Temple,Paris,My Hôtel in France le Marais.,"2 bis Rue Commines, Paris",3.9,133,"['lodging', 'point_of_interest', 'establishment']",48.861542,2.365014
1402,Temple,Paris,Hôtel Du Vieux Saule SAS,"6 Rue de Picardie, Paris",4.2,127,"['lodging', 'point_of_interest', 'establishment']",48.86333629999999,2.3623316
1403,Temple,Paris,Hôtel Jacques de Molay,"94 Rue des Archives, Paris",4.2,100,"['lodging', 'point_of_interest', 'establishment']",48.863428,2.3609129
1404,Temple,Paris,Saintonge,"16 Rue de Saintonge, Paris",4.2,258,"['lodging', 'point_of_interest', 'establishment']",48.8616934,2.362485
1405,Temple,Paris,Villa Beaumarchais,"5 Rue des Arquebusiers, Paris",4.6,108,"['lodging', 'point_of_interest', 'establishment']",48.8590897,2.3668709
1406,Temple,Paris,Hôtel du Petit Moulin Paris | Le Marais,"29 Rue de Poitou, Paris",3.7,124,"['lodging', 'point_of_interest', 'establishment']",48.8616141,2.3621636
1407,Temple,Paris,Hotel Beaumarchais,"3 Rue Oberkampf, Paris",4.4,92,"['lodging', 'point_of_interest', 'establishment']",48.86291010000001,2.3675675
1408,Temple,Paris,Les Tournelles,"Francep, 30 Rue de Turenne, Paris",3.6,143,"['lodging', 'point_of_interest', 'establishment']",48.856959,2.364616
1409,Temple,Paris,Hôtel Americain,"72 Rue Charlot, Paris",4.6,21,"['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']",48.864742,2.364935
1410,Temple,Paris,Transparent Marais,"94 Rue du Temple, Paris",4.5,2,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8621876,2.3573179
1411,Temple,Paris,location gay paris,"104 Rue Vieille du Temple, Paris",4.2,618,"['lodging', 'point_of_interest', 'establishment']",48.8606602,2.3622891
1412,Temple,Paris,1K Paris,"13 Boulevard du Temple, Paris",4.3,159,"['restaurant', 'food', 'point_of_interest', 'establishment']",48.8640103,2.3658809
1413,Temple,Paris,Hotel Bastille De Launay,"42 Rue Amelot, Paris",4.5,778,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8585885,2.3685777
1414,Temple,Paris,Les Enfants Rouges,"9 Rue de Beauce, Paris",4.3,1561,"['lodging', 'point_of_interest', 'establishment']",48.86304239999999,2.3612747
1415,Temple,Paris,Candelaria,"52 Rue de Saintonge, Paris",4.1,1019,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.862981,2.364034
1416,Temple,Paris,Les Jardins du Marais,"74 Rue Amelot, Paris",4.1,2695,"['food', 'point_of_interest', 'store', 'establishment']",48.86052189999999,2.368023899999999
1417,Temple,Paris,Breizh Café,"109 Rue Vieille du Temple, Paris",4.4,800,,48.8605913,2.3618004
1418,Temple,Paris,Jacques Genin,"133 Rue de Turenne, Paris",NaN,NaN,,48.8644515,2.3645631
1419,Temple,Paris,11th arrondissement of Paris,11th arrondissement of Paris,,,,48.8578157,2.3802549
1500,Panthéon,Paris,Paris,Paris,NaN,NaN,"['lodging', 'point_of_interest', 'establishment']",48.85661400000001,2.3522219
1501,Panthéon,Paris,Hôtel Saint-Jacques,"35 Rue des Écoles, Paris",3.6,260,"['lodging', 'point_of_interest', 'establishment']",48.8487743,2.3475367
